Book	Chapter	Verse	Ivatan	Yami
1 Corinthians	14	15	Dawa ango mayanong ko a parinyen. An machahoahok ako am voyvoh ava do espirito ko asna machahoahok ako a makapanmo sia o vatahen ko. Alit na pa do kapakanta o kapayanong no kaintindi so kantahen ko as voyvoh ava do espirito ko.	No akman sang am makongo so wanjin. No meynozi ko am meynozi o onowned ko a kano akman sang a aktokto ko a meynozi. Akman sang no meyyanwanood ko.
1 Corinthians	14	16	Ta an dadayen mo o Dios do matarek a chirin am maypango o kapachichasa na dimo a omdaday so Dios no asa ka tawo a di makaintindi so vatavatahen mo sa.	No si isaray mo ji Ama ta do to no macitarek a ciring am manngwa, katenngan da o inozi mo no macipeynozi jimo? No si manoyong o kakman na sang am makongo sira macizanod jimo a manci no, “Amin,” do ji da tenngi.
1 Corinthians	14	17	Maparin o nakapia no nakapamahemahes mo do Dios, pero arava o sinmo na nia do di awri makaintindi dimo.	Tana apya o inozi mo ji Ama ta do to am ji na sidong o karwan no tao.
1 Corinthians	14	18	Pamahmahsan ko o Dios ta tinorohan na yaken so kasolivan a manerbi so matarek a chirin a maypangay pa kano narawat no aran sino dinio.	Ko isaray ji Ama ta do to. Ta yabo yamakataha jyaken a masangib a makalavat so macitarek a ciring.
1 Corinthians	14	19	Pero pipiahen ko o kapavata ko so aran dadima a ka voko no chirin do sinahad no timban a maintindi no atavo as kano makasapoho a livo a ka chirin a diaintindi.	Am no malwalovot a meynozi am apyapyahen ko pa o alima ka ciring a katenngan da amizngen no tao a makananao sira a kano meykazivozivo a ciring a ji da tenngi amizngen no tao.
1 Corinthians	14	20	Kakakteh, makapia kamo so kapangtokto kano kasolivan do vatahen ko saya dinio asna makakma kamoy kavayahen do komwan do marahet.	So ipeypakatkat nyo, manga kakteh so pangtoktwan an. Akman kamo so mina tazak a tao a ji nakenakem so raraten.
1 Corinthians	14	21	Mian o nakatolas do Chirin no Dios a makavata sia, “Mapaytovoy ako anti so matarek sa so idi a tawo as kapanerbi da anti so matarek a chirin am alit na anti no kadi da adngeyan diaken, kwana no Apo taya.”	Maniring do Seysyo am, “Pacisirsirngan ko o aro a tao no macitarek a ciring. Mamnek ko so tao do matarek a pongso a macisirsiring jira. Am yada yaken ji ngamiznga.”
1 Corinthians	14	22	Dawa pinatapatak ava dira do manganohed dana do Dios o kapanerbi aya so matarek a chirin, ta dira do di pa makasinchad so Dios asna nawri pinatapatak do omonot dana do Apo taya o maintindi a kapawnonong so kakawyoran aya.	So ikanoyong na no macitarek a ciring a yongkad no oyowyat na ni Ama ta do to. Am ori rana am ipaziman so ji nganoyong ji Yeso a tao. Am o mangononong so ciriciring na ni Ama ta do to am ipeypahagnat so nakenakem da no amraralay ni Ama ta do to a tao.
1 Corinthians	14	23	As an mangay kamo do timban as maytavo kamo a manerbi so matarek a chirin am vatahen da paroava anti no bisita nio sa o kaakma nioy nangbo so nakem?	No malwalovot kamo do kyokay a meynozi a kamimin nyo meyzezyak so matarek a ciring am no somdep sira o ji manaralay a tao am jyabo kaji da mancyan ninyo a zomyak a.
1 Corinthians	14	24	Pero an mapawnonong kamo so Chirin no Dios do kaintindian da sia no domngey dinio as mawara dinio o di pa nanganoned di Jesus anmana di pa makapanmo so nanawo saya am masinchad na anti o nakapakagatos na yamot do nadngey naya dinio.	Am no malovot kamo a mangononong so ciriciring na ni Ama ta do to a kasdep da no ji manaralay a tao am jyabo kaji da makanakman so raraten da, do pakamizngan da so ipanci nyo a ciriciring na ni Ama ta do to.
1 Corinthians	14	25	Kasehdangan anti o aktokto na as kapanehseh na no gatos na as kadaday na so Dios as kapanganohed na do kasivog no kapachasa no Dios dinio.	O meyyomomon do onowned na a raraten am jyabo kaji na ngablisan jya a omraralay rana ni Ama ta do to, do kanoyong na do kapacikaop na jinyo ni Ama ta do to.
1 Corinthians	14	26	Dawa kakakteh, no mayanong a parinyen nio am an mavayavayat kamo am yanay da no makanta, mananawo, mapawnonong so Chirin no Dios, as do kayan da no manerbi so matarek a chirin a yapo do Masanto a Espirito am mayanong o kayan no mapawdi sia tapian mian o kapian nia no kadwan o vatavatahen na sawri.	Manga kakteh, akman so wanjin o pangozayan nyo. No malovot kamo a meynozi am amyan so meyyanwanood. Amyan so mangnanao. Amyan so mangononong so ciriciring na ni Ama ta do to. Amyan so macitarek so ciring. Amyan so mapeyvaliw sya. Naknakmen nyo o kapeypahagnat da so nakenakem no makakaday a vazay no sinjya. Ta ori o manoyong an.
1 Corinthians	14	27	An mian sa do sinahad no timban o manerbi so matarek a chirin am manawob dana o dadwa anmana tatdo do kaaroan na a sira so mapia so katatadi a mayliliak as kayan no mapawdi sia.	No myan so meyzezyak so macitarek a ciring am karwan na o tatlo a mapalipalit. Am amyan so mapeyvaliw so peypeypangayan na no nang.
1 Corinthians	14	28	Asna an abo o makapawdi sia o ichakey da a vatahen am kadi darana mayliliakan do sinahad no timban asna do tanitanyan darana o kapachisisirin da do Dios.	No si abo tao a mapeyvaliw so ciring na am ji rana meyzezyak o macitarek so ciring a tao an. Apyapya rana kato na ngyanan do onowned na a manci nya ji Ama ta do to.
1 Corinthians	14	29	Manawob dana o dadwa anmana tatdo a mayliliak a mapia so katatadi as no kaaroan am manngey dana sa as kapaysovosovol da sia o pawnonongen daya.	Am o mangononong so ciriciring na ni Ama ta do to am apya ka rarwa da am tatlo no manci nya. O mangamizing a tao am pakamizngen da o kanoyong na kalas na no ciring da.
1 Corinthians	14	30	Asna an mian dira do tori awri a manngey o mian so ichakey a pavatahen a yapo do Dios am torohay na dia no tori awri a mayliliak so tiempo na a mayliliak.	Am no si myan so amlisna tao a yanan no nimapo ji Ama ta do to a ciring am o nimanmanma a nimyan so ciring a tao am to rana neyked.
1 Corinthians	14	31	Ta an nia o parinyen na am makapaytavo sa makapangononong o mian aya so narawat do Dios a mensahe a nia so ichapia kano pakahapan so nanawo no atavo as kapaytavo nio a maypahni do saray taya.	Apya kapalipalit nyo a mangononong so ciriciring na ni Ama ta do to a kamimin nyo a karapan so onowned.
1 Corinthians	14	32	Sira o mian aya so tinoroh dira no Dios a pawnonongen am logar da kapanmohen o kapia no kavoavohod da mayliliak,	O yanan no teneteneng a mangononong so ciriciring na ni Ama ta do to a tao am ingtwan na o kataotao na, ta ji to meyzezyakan.
1 Corinthians	14	33	takwan no Dios aya a tomnoroh dira so pawnonongen da am asa ka Dios a mapia so kawnonot na so atavo a parinyen na as kasolib na a omparin so atavo do payanongan na. Akma do atavo sa timtimban no kamanganakan sa no Dios	Ta o yaomoyat jira Tao do to am beken a yamapeyzavozavoz so vazay. Ta na twatontonen o vazay na. O iwawalam do peycyakyokyokayan na am,
1 Corinthians	14	34	am mayanong sa makadomi do sinahad no timban o mavavakes. Mayanong sava mangononong do kakpekpehan nio takwan akma so vatahen no Chirin no Dios am mayanong o kapanngey da no mavavakes.	ji meyzezyak o mavakes do kalwalovotan no tao a meynozi akman so domket do Seysyo. Ta kapangamizing da no mavakes.
1 Corinthians	14	35	As an mian o ichahoho da iyahes kano mapanmo am panayahen darana o kasavat da as kadawri dana no ahsan da nia o kakovot da a mahakay. Takwan mayanong ava o kapangononong no mavakes do sinahad no timban.	No myan so kakzeben da katenngan am to da pacicya o kahanghangan da do vahay da. Ta o meyzezyak do kalwalovotan no tao a mavakes am jyazway o akman sang.
1 Corinthians	14	36	Kaboay na dinio no mapangay sia do aktokto na o kavoyvoh na inio no makapanmo so atavo a komwan do Dios.	Ala yamyan so yaji ngahap so ko inanao jinyo ya. Manngwa, yanimapo jinyo o nanao na ni Ama ta do to? Manngwa, inyoo o yana nanawen?
1 Corinthians	14	37	As an sino dinio o makavata so kayan no narawat na a pawnonongen anmana kasolivan a yapo do Espirito no Dios am mayanong o kasinchad na dia o yokoyokoran koaya ninio a yapo do Apo taya.	No myan so tao a yamanci no kapangononong na so ciriciring na ni Ama ta do to a kano manci no keyyan no oyowyat na jya no Seyzi am naknakmen na o yadomket do teygami ko ya. Ta yamonganay ori ji Ama ta do to.
1 Corinthians	14	38	An sino diadngey so akma saya sia am mayanong ava sia sincharan kano adngeyen.	No myan so ji ngahap sya am ji nyo ngamiznga.
1 Corinthians	14	39	Dawa kakakteh, nawri o chitahen nio o kasolib nio a mapawnonong so nanawo a yapo do Dios amna yosad nio sava penpenen o manerbi so matarek a chirin.	Am ori manga kakteh an, kakzan nyo no mangononong so ciriciring na ni Ama ta do to an. Am ji nyo nengsengi o meyciring so macitarek a ciring an.
1 Corinthians	14	40	Pero mayanong o kaparin nio sia o atavo a makasolib a tomidib do kapian na kano payanongan na.	Pangozayan nyo o kapeycyapyapinpinan no vazay an.
1 Corinthians	15	1	Kakakteh, ichahoho ko pa ipanakem dinio o Evanghelio aya a nia so pinawnonong ko na dinio as nia pa so tayto nio a panganohdan kano paytetnekan.	Manga kakteh, manakem nyo o ninanao ko jinyo no kakwa a Mapasaray a Ciriciring na ni Ama ta do to. Ori rana am nyahap nyo na yamanoyong a yanyo pangozayan.
1 Corinthians	15	2	Nia o pinakarawat nio so kalibrian an ara kamo somnivog a nanganohed as kadi nio a maykamadamadanan.	O Mapasaray a Ciriciring na ni Ama ta do to o nipakahap nyo so to meyyonong a ikavyay no pahad nyo. So pangozayan nyo jya an, ta no si ji nyo mangozay am abo o peypeypangayan na no kanoyong nyo ji Yeso Kizisto.
1 Corinthians	15	3	Pinawnonong ko dinio o mato danaya a nanawo a narawat ko. Niaya o komapet aya di Cristo a nadiman a omadidi diaten do gatogatos ta a akma so vatahen no nakatolas a Chirin no Dios.	Ninanao ko na jinyo o yaney makdeng na nimahap ko ji Yeso. Ori rana am nimawakwak si Yeso no raraten ta. So na idket do Seysyo no ciring eya.
1 Corinthians	15	4	Nivovon sia as nakapirwa na maviay do ichatdo na karaw a akma so vinata no Skriptura,	Nipakakasa da si Yeso. Ikatlo na araw am mirwa a mavyay. So na idket pa do Seysyo no akman sang a ciring.
1 Corinthians	15	5	as nakapavoya na di Pedro as kwanasaw dira do gropo da no dose saya a apostoles.	Nimapacita si Yeso ji Pite a kangay na rana mapacita do karwan da no nipamnekan na amlivolivon no ciriciring na.
1 Corinthians	15	6	Kapavoya na pa dira do nakpeh sawri a maypangay a dadima yatos (500) a kakakteh a sira so tayto pa maviay so kaaroan da a aran mian dana dira o nadiman.	Meyratateng am mangay mapacita do nimacihza pa jya kakaliman na poo (500) a tao. Sira rana ori am amyan pa jira ang so yamavyay. Yamyan rana jira so nimawakwak.
1 Corinthians	15	7	Napavoya pa sia mirwa di Santiago as kanira no atavo sawri a apostoles,	Meyratateng am mapacita pa ji Yake a kangay na pa mapacita do nipamnekan na amlivolivon no ciriciring na tao.
1 Corinthians	15	8	as do kwanasaw am napavoya diaken a asa ako a nayvadiw a apostol a dia inahahaw do panganohdan taya,	Ney manowji na am mapacita jyaken. So yako ipacipanownowji a niomanoyong ji Yeso.
1 Corinthians	15	9	takwan yaken o máhbo dana a apostol as di mayanong a tawagan so apostol do nakaoyod na nahara no kasobna kano kakey ko a omrarayaw so timban aya no Dios.	Ta ney marahet ko na jira nipamnekan na ni Yeso a amlivolivon no ciriciring na. So ikanoyong ko a ji na abneka ni Yeso a lamlamsoy na, ta niraherahet ko o kyokay na ni Ama ta do to.
1 Corinthians	15	10	Pero makayamot do grasia na diaken no Dios am tayto ako a mayserbi sia. Arava nabo o sinmo no grasia aya no Dios diaken ta no kakawyoran na am tayto a rakorakoh o natrabaho ko kano kadwan amna do tanyan koava ya ta makayamot ya a atavo do grasia no Dios a marawat ko.	Am o pangangarilawan na ni Ama ta do to o ko ikakman sya. Yamanoyong o pangangarilawan na ni Ama ta do to a nitoro na jyaken. Am ori o ko ikaharahara pa a yameyvazay a kano karwan namen a nipamnekan na ni Yeso. Am beken a kowyowyat ko a meyvazay, ta si Ama ta do to am ori o yamacipeyvazay jyaken.
1 Corinthians	15	11	Amna mayalit o kasira na anmana no kayaken no napawnonong so Evanghelio aya amna nawri o tayto a rakoh so sinmo o nakatayto nio na a manganohed.	Am ori an, tana yaken a tana karwan namen a nipamnekan na ni Yeso am namen mamimin a yameylimwang nya. So nyo icyakman sang a yaomanoyong jya.
1 Corinthians	15	12	An ara nayvangon si Cristo a akma so pawnonongen namen am ango paro iyan da dinio no makavata pa sia o kabo no mayvangon a yapo do kadimanan.	No yamanoyong namen kapeylimwang ni Kizisto a nimirwa a mavyay am ikongo na iyan jinyo no tao a yamanci no kaji mirwan a mavyay no nimawakwak rana tao.
1 Corinthians	15	13	As an abo mirwa a maviay am akma ya so kavata so nakadi na pa mayvangonan ni Cristo,	No ji mirwa a mavyay o tao am ji nimirwa a mavyay saon si Kizisto am.
1 Corinthians	15	14	as an di pa minirwa a maviay si Cristo am arava o sinmo no kapawnonong namen as kabo pa no inakyan nio nia o saray nioaya,	No jya nimirwa a mavyay si Kizisto am jyabo angangayan no kapeylimwang namen nya. Jyabo peypeypangayan no kanoyong nyo ji Yeso a.
1 Corinthians	15	15	as katayto namen a maydaydaday dinio takwan tayto namen a pawnonongen o nakapayvangon sia no Dios si Cristo a nia so dia parin an vatahen ta o kabo no nadiman a mirwa pa maviay.	No si akman sang am manoyong o kapangamaog namen ni Ama ta do to so malas a ciring. Ta no namen maniring am na nivyay ni Ama ta do to si Kizisto. No manoyong o kabo no tao a mirwa a mavyay am manoyong o kaji na nimapeyvangonan si Kizisto ni Ama ta do to.
1 Corinthians	15	16	Takwan an abo makapayvangon a nadiman am nayvangon ava si Cristo.	Ta no ji mirwa a mavyay o tao am jyabo kanimirwa na mavyay ni Kizisto a.
1 Corinthians	15	17	An oyod o nakadi na minirwan a maviay ni Cristo am arava o sinmo no nakapanganohed nio as katayto pa dia pinakaboan no gatogatos nio,	No ji nimirwa a mavyay si Kizisto am abo o peypeypangayan no kanoyong nyo jya. So ikanoyong nyo amyan pa do peyraratenan nyo.
1 Corinthians	15	18	as kabo no viay da a abo so pandan no atavo dana sawri a nadiman.	No si manoyong o akman sang am to makasi sira o nimawakwak rana amraralay ni Yeso.
1 Corinthians	15	19	As an no yanan no panapanayahen ta di Cristo as voyvoh do viay ta do tana aya am arava o maypakasi pa kaniaten do atavo a tawo.	No si ipeyhanhan ta si Kizisto a somidong jyaten sicyaikwaya a kaji ta makatenngan do kanoyong na mapeyvangon jyaten a ahapen do teyngato no makwa am to tamo makasi a tao do karawan.
1 Corinthians	15	20	Amna no kakawyoran na am nayvangon si Cristo a iya so nanoma kano sitnanan no mayvangon a nadiman dana.	Am yajyakman sang an. Ta yamanoyong si Kizisto a yanimirwa a mavyay. Ori rana am yongkad no kanoyong da mirwa a mavyay no yarana nimawakwak a yamraralay nya a tao.
1 Corinthians	15	21	Akma so kadiman no atavo a makayamot do asa ka tawo am mian pa anti o kapirwa a maviay a makayamot do asa ka tawo,	Si Adam o yapwan no kawakwak no tao. Akman sang, ta si Yeso Kizisto o yapwan no keypirwa a mavyay no tao.
1 Corinthians	15	22	takwan no atavo a tayatayabo ni Adan am makarawat so kadimanan a akma so kapirwa a maviay no atavo a mian di Cristo.	Akman sang an. Ta o da ikawakwak no tao am sira pa macirapa so inawan ji Adam. O ipeyvangon da no amraralay ni Yeso a tao am macikownongan rana sira ji Kizisto.
1 Corinthians	15	23	Amna mapia o kawnonot no kapirwa a maviay. Nanoma si Cristo a mayvangon as do ito a kapayvidi na am mayvangon sa anti o mian dana sia,	Am matwatonton o tao a mirwa a mavyay. Ney manma am si Kizisto. O tomonton am amraralay nya tao, no si marateng o araraw no yai na ni Kizisto,
1 Corinthians	15	24	as kawara dana anti no kavosan na do katayoka narana anti sia parawaten ni Cristo o paypatolan na do Dios Ama do karahan no kapabo na sia o ipakapamarin sa a machisobna sia.	a kapakaranes na rana no pangavosan no karawan. No si marateng o araraw no nang am balinasen na ni Kizisto o oyowyat no jyacita a kalamsoyan na ni Satan a kavosoyan na ni Ama ta do to a katoro na rana ni Yeso no karawan ji Ama ta do to a italamozong na.
1 Corinthians	15	25	Takwan si Cristo am mavidin anti a maypatol a manda do kapangay sira no Dios o omlaban aya sia do panayahboan no kokod na.	Tana abo pa o akman sang a vazay am jyablis si Yeso Kizisto a Panirsirngen do yanam na pa ni Ama ta do to ambalinas so kavosoyan na.
1 Corinthians	15	26	As no manawdi anti a rarayawen kano pabohen am no kadimanan.	O ney manowji na balinasen ni Ama ta do to am kawakwakan no tao. So ikabo rana no mawakwak a tao.
1 Corinthians	15	27	As mapanmo ta o kapakapanghomis ni Cristo do atavo a aran do kadimanan a akma so nakatolas a Chirin no Dios, “Tinongdo sia no Dios a mamanito do atavo.” Amna machangay ava o Dios Ama do vatan aya so atavo takwan iya o tomnoroh di Cristo so akmaya sia a ipakapamarin na.	Ta maniring do Seysyo am, “Nipamnekan na ni Ama ta do to a meymatmatngeh no karawan.” O karawan a na malavat do jya am ji macyangay dang si Ama ta do to. Ta iya o nitomoro nya ji Kizisto so oyowyat na a tomalamozong no karawan.
1 Corinthians	15	28	As an napaytavo dana anti ni Cristo a homisen o kalaban na as kapamanito narana do atavo am parinyen na anti o karakohan na a mian do panayahboan no Dios Ama tapian iya o maynolay as kano pamatohen no atavo.	Am no si marateng rana o araraw no ikakata na ni Kizisto am miminen na o karawan a italamozong. Am ji na meysopoi o oyowyat na ni Ama ta do to. So ikanoyong na rana mazway a meymatmatngeh no karawan ni Ama ta do to.
1 Corinthians	15	29	An di sa mirwa a maviay o nadiman dana sa am ango sinmo na dira do nadiman dana saya o nakapabawtismo da no maviay pa a makayamot dira.	No ji mirwa a mavyay o tao am ikongo peypeypangayan no icicirawat nyo a tomaktak do mavyay a tao a izagom nyo so nimawakwak a tao.
1 Corinthians	15	30	Anmana makey kami paro a pakasisien kano mian do pangananawan no viay an abo viay an nakarahan o viay do tana aya?	Ikongo namen to nomoki sya no kalalavitan no inawan namen.
1 Corinthians	15	31	Oyod o vatahen koaya a kafermi no viay ko do kadelikadoan a akma so kaoyod no kavata ko sia o kainio no kasoyosoyotan ko do kapayserbi ko do Apo taya a si Jesu Cristo.	Manga kakteh, ko mangday so araraw a yatoda jyangangay so inawan. Yamanoyong ori o ciring ko jinyo an. Ta yako tey saray nyo kapacikaop rana ji Yeso Kizisto a Panirsirngen ta.
1 Corinthians	15	32	Anmana ara paro inakyan ko nia o kapasalap ko so viay ko do pangananawan do Efeso a akma so kaparin da no machilaban do mangamomo sa vinyay an di mayvangon o nadiman? An nawri sigoro o kaparin na am, “Koman ta as kapaychaynoynom as kakonswelo ta, ta do omonot a araw am madiman ta as kanawri no tawsan no atavo.”	Akman so mina alalaw ko do Ivoso. Ta mina akma koy to maciliman do masozi a kokoman so tao do peyrehrehtan da jyaken no tao. No ji mirwa a mavyay o nimawakwak a tao am tana to tamo rana mamaring so kanen do araraw am ibnek so kaji ta limanan do kadadayan na so araraw.
1 Corinthians	15	33	Amna maychawaw tava a akma sira so makavata aya sia ya, ta rarayawen no mararahet a kaychayvan o mapia a dadakay.	Ji kamo todakakey a kalittan. No macikagagan ka do somagpyan a tao am mangay kapasagpyan na jimo so icicirawat.
1 Corinthians	15	34	Makapia kamo so kapangtokto as katadichokod nio na dia o tayto nioaya pinaychawawan, ta tayto sa dinio o nayrahet so kaintindian da do komwan do Dios. Tayto ko ya vatahen dinio tapian ipachisnek nio o akmaya sia a kaparin nio.	Paolin nyo o nakenakem nyo do kapyapyan. Paseykeden nyo na o kapeyraraten nyo. Yatatasa jinyo a yana ji makateneng ji Ama ta do to. O ko peycirngan sya am kapakateneng nyo do kanigan nyo.
1 Corinthians	15	35	Mapanmo ko o katayto da no kadwan a makavata sia o, “An ara mirwa a maviay o nadiman am maypango o kaparin na nia as kano ango anti o kaparin no karakohan da.”	No maniring o tao am, “Sino ipanci o kato mirwan a mavyay no tao. Akman so wanjin o kamamagenan da nira ang.”
1 Corinthians	15	36	Amna ara paroava o aran dekey a kapanmoan nio sia ya do mismo ta eksperiensia? Mapanmo ta o kadi na tovoan no asa ka tinokos a votoh an di pa diman o karakohan nawri, as an nahta o votoh aya am nawri dana o kapachitadi no vayo a tovo kano viay na.	Oyod nyo a kasagpyan a tao. No jyawakwak o nipamowa mo a vettow no kayo am jyabo kalida na.
1 Corinthians	15	37	As no vayo a tovo na am machitarek do nanoma ori a votoh no trigo anmana no kadwan a tinokos mo,	Abo mapamowa so meyvoovoong rana mowamowa, ta o vettow na o pamowahen, akman so avyas no kadai.
1 Corinthians	15	38	ta torohan sa no Dios so vayo a karakohan da a nawri so machinaho dira.	Na to mangozai ni Ama ta do to o nakenakem na do na mamaogan so vettow. Akman sang an. Ta to macilolo o mahap mo do nipamowa mo a vettow.
1 Corinthians	15	39	As mapanmo ta pa o kadi na alitan no itoroh aya no Dios a karakohan. Matatarek o karakohan da no tawo, vinyay, manomanok kano among.	Yakman sang o kataotao no nyamamaog na ni Ama ta do to, ta yameykataretarek. O tao am tao so kamamagenan. Omalalam am omalalam so kamamagenan. Meyyasasalap am meyyasasalap so kamamagenan. Among am among so kamamagenan.
1 Corinthians	15	40	Akma pa sawri o kayan no karakohan a sivog do ato no tana aya as kayan pa no machitarek a karakohan da no mian do tohos. Asna maytarek o avid da niaya.	Yakman sang o masaod no hanit. Ta o kapyapya no masaod no hanit am yaji meyyangay a kano masaod no teyrahem so kapyapya.
1 Corinthians	15	41	Ta aran no avid no araw am machitarek pa do avid no vohan kano vitohen sira as kapachitarek da pa no vitohen do kadwan dira.	Araw am yamyan so na ipaniniray. O vehan am yamyan so na ipaniniray. Akman sang o mata no hanit a matarek so ipaniniray. So da ipeykataretarek no kazngazngang no mata no hanit.
1 Corinthians	15	42	Do akmaya sia a sinerbi ko a pakomparan so kaparin no kapirwa a maviay am maintindi ta o kakawyoran aya a tayto ko pawnonongen dinio. No ivovon aya a karakohan am katadian so vayo as dia rarayaw a karakohan.	Akman so sang, ta meytarek o kataotao ta do teyngato a kado teyrahem. Ta no si mirwa ta mavyay am vayo rana o kataotao ta a ji rana wakwak.
1 Corinthians	15	43	No nivovon aya am arava o mapaparin na as kano mahta, pero payvangonen anti ya a oyod a mavid as abo so kakahan.	O nibobo rana tao am abo o oyowyat na. Am no mirwa ta mavyay am tey mazway ta na.
1 Corinthians	15	44	No karakohan aya a nivovon am voyvoh o komwan do tana aya a pinatapatakan nia pero katadian anti ya no vayo a karakohan a makawnot do kaparin no viay do hanyit. An ara o pinatapatak a karakohan do tana aya am akma pa sawri o kayan no karakohan a pinatapatak do hanyit.	O kataotao ta am ori o ibobo. Am o mirwa a mavyay a kataotao am vayo rana ori a mavyay do teyngato. No manoyong keyyan no kataotao ta do karawan am manoyong keyyan no kataotao ta do teyngato.
1 Corinthians	15	45	Niaya o akma so nakatolas a makavata sia, “Si Adan am inamaog a asa ka tawo,” pero si Cristo a iya so abnekan so nanawdi a Adan am tod ava tawo, ta asa sia a ka makapamarin a makatoroh so viay a abo so pandan.	Ta maniring do Seysyo am, “Si Adam am tao kamamaogan na.” Am o ipanci a manowji a Adam am si Kizisto a manta nyaten so to meyyonong a ikavyay no pahad ta.
1 Corinthians	15	46	As no karakohan aya a pinatapatak do viay do tana aya am manma as do kwanasaw am marawat o vayo aya a karakohan a mato as makawnot do kaparin no viay do hanyit.	Manmanma o kataotao ta do karawan a keyyan na rana no monganay do teyngato a kataotao ta.
1 Corinthians	15	47	No nanoma aya a tawo a si Adan am inamaog a yapo do tana asna no nanawdi a Adan a si Cristo am yapo do hanyit.	O ney manma na tao a si Adam am nyamaog na ni Ama ta do to no tana. O manowji a Adam am si Kizisto. Iya rana am nimapo do teyngato.
1 Corinthians	15	48	Sira o mian do tana aya am mian o karakohan da a akma so inamaog a yapo do tana asna sira o mian do hanyit am akma so karakohan ni Jesus o karakohan da.	O tao do teyrahem am akman sira si Adam so kataotao a nimapo do tana. O tao do teyngato am akman sira si Yeso so kataotao.
1 Corinthians	15	49	As akma pa so nakayapo ta do tana a akma si Adan am makarawat ta pa anti so karakohan a yapo do hanyit a akma si Cristo.	So na iyan rana jyaten no kataotao ta do karawan. Am no makwa am amyan rana so kamamagen ta a kataotao ta do teyngato akman so kataotao na ni Yeso.
1 Corinthians	15	50	No tayto a paytavoan no vatahen koaya dinio a kakakteh am niaya. No karakohan ta sichangoriaw a yapo do tana am permanente ava ya, dawa maparin ava ya a makasdep do paypatolan aya no Dios do hanyit a matarek so kaparin akma so kadi na parinyan a makarawat so viay a abo so pandan no makalo aya a mararayaw a karakohan ta.	Manga kakteh, o ko ipanci am o kataotao ta sicyaikwaya am ji macikaop do italamozong na ni Ama ta do to no makwa, ta mawakwak o kataotao ta do teyrahem eya.
1 Corinthians	15	51	Vatahen ko pa dinio o akmaya sia a makakniknin a kakawyoran a pinapanmo diaken no Dios. Do ito a araw am maytavo ta anti a katadian so karakohan amna maytavo tava anti a madiman.	Amizngen nyo o mapeyzokab a nanao a jya nipatwaw pa no kakwa a nipanci na jyaken ni Ama ta do to. Beken a to ta mimin a mawakwak. Am mamimin ta mablis so kataotao.
1 Corinthians	15	52	Maparin anti ya do asa ka momento a akma so kachimit no mata do kapanglop no manawdi aya trompeta. Ta do kapanglop anti no trompeta aya am payvangonen sa anti o nadiman a mian so vayo a karakohan a di dana parin a mararayaw as yaten a tori pa maviay am katadian pa anti o karakohan ta no karakohan a akma so tinoroh dira do pinayvangon saya.	Am makeykai ori, akmey peyrektan no mata. No si mamizing no tao o ney manowji rana ipatao jyaten a zapa am makaranes rana o akman sang a vazay a kapeyoli da mavyay no mawakwak a tao a kaji da rana wakwakan. So icyakman ta sang a mablis so kataotao.
1 Corinthians	15	53	Takwan no plano no Dios am kaylangan o katadi dia o karakohan taya a mararayaw kano madiman no dia parin a mararayaw as abo so kavosan.	Ta o kataotao ta na do karawan am mablis rana a kaji na rana wakwakan.
1 Corinthians	15	54	As an nakatongtong anti ya am nawri dana o kabo dana kano nakahomis no kadimanan a akma so kavata sia no nakatolas a Chirin no Dios o, “No kadimanan am nahomis as kapabo dana anti sia.”	No mateyka rana ori am ori o ipangononong na rana no ciring do Seysyo. Ta maniring am, “Na rana nibalinas o kawakwak no tao. So ikabo na rana no tao a mawakwak.”
1 Corinthians	15	55	“Dino paro yanan no ipakapamarin kano ayet na a tomoroh so pakasisian no kadimanan.”	“So ikabo rana no kanyaheyan ta no kawakwak ta. So ikabo rana no mazabab so onowned a tao.”
1 Corinthians	15	56	No iyan aya no ipakapamarin no kadimanan am makayamot do gatos as no gatos am mian o ayet na a makayamot do kayan no panyokoyokoran a pasadahen.	O kanyaheyan da no kawakwak da no tao am ikanyahey da o kaoya na nira ni Ama ta do to do kapeyraraten da. O ipeyraraten da am ji da ngapa o iwawalam na ni Ama ta do to.
1 Corinthians	15	57	Amna rakoh o kapamahemahes ta do Dios do katayto na tomoroh diaten so panghomisan ta a makayamot do Apo taya a si Jesu Cristo.	Am ta isaray ji Ama ta do to. Ta si Yeso Kizisto a Panirsirngen ta o yarana nimapakavos so vazay na. So ta na jyanyahei a mawakwak, ta yana rana niovayan yaten do raraten ta.
1 Corinthians	15	58	Dawa ichaddaw ko a kakakteh, mayanong ta mahni as kadi ta abdibdisan do tayto taya paytetnekan a kakawyoran. As kadi ta mangolangolayan do kapayserbi ta do Apo taya takwan masigoro ta o kayan no sinmo no atavo a nitrabahoan ta sia.	Am ori an, manga keypong an, makakdeng kamo so nakenakem ji Yeso Kizisto a Panirsirngen ta. Makowyat kamo a mapeyvazay so vazay na. Cyaha, ta nyo katenngan o kaji na liklikan so mapeyvazay so vazay na tao.
1 Corinthians	16	1	Do komapet do paychekepekepehen nioaya kartos a isidong sira so kakakteh ta sa do Jerusalem am ichahoho ko o kaparin nio sia ya a akma so niyokoyokoran ko nira no mian do timtimban do Galacia.	O peysinsinmowen rana isidong so sinjya do Yelosaleng am to nyo manginarai o mina ciring ko so peycyakyokyokayan na do Cyalatay.
